Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,6872.166378
FDR21,OUT045,2808.921174
NCW29,OUT035,1999.200471
FDO11,OUT013,4507.239839
NCM31,OUT049,2197.79491
FDV35,OUT019,259.7786851
FDF58,OUT017,915.1392742
NCE43,OUT049,2808.384079
FDA02,OUT035,2527.791769
DRL37,OUT010,119.0347847
FDR24,OUT018,1354.079322
FDW59,OUT049,1275.070527
FDS22,OUT049,661.2802662
FDW24,OUT017,780.147271
FDU24,OUT035,1700.956042
FDA21,OUT027,5036.496644
FDH58,OUT027,2841.728448
FDW36,OUT018,1478.989045
FDI45,OUT027,5077.29738
FDU01,OUT018,3060.676724
FDF35,OUT027,3008.904719
FDU43,OUT019,624.1172161
FDE24,OUT019,225.8888552
FDK50,OUT049,2658.443043
FDG31,OUT045,971.9776962
FDC60,OUT045,1715.930473
FDL36,OUT013,1375.366362
FDP21,OUT013,3363.307784
FDW16,OUT045,1318.822506
FDX02,OUT017,4002.135402
FDQ58,OUT027,3801.326965
FDT51,OUT046,1760.686173
FDD59,OUT049,1270.726289
NCM42,OUT018,1608.07675
FDA57,OUT018,424.418103
FDZ48,OUT035,1800.651213
FDE46,OUT045,2497.972611
NCZ30,OUT019,489.0003095
FDB56,OUT017,3174.94255
FDA25,OUT027,2635.47711
FDD20,OUT013,2152.868507
FDL25,OUT013,1426.055481
NCO18,OUT049,2971.053693
FDJ45,OUT017,576.0398292
FDR12,OUT035,2840.859416
NCF19,OUT010,98.93742805
FDK25,OUT046,2779.262437
NCR17,OUT046,2022.784226
FDC52,OUT046,2311.373313
NCA54,OUT017,3108.793317
FDR45,OUT010,541.660172
NCM19,OUT049,2033.90271
FDF39,OUT027,5364.870806
FDX23,OUT049,1527.103204
FDD58,OUT027,2895.118224
FDX28,OUT013,1727.929058
NCD31,OUT013,2641.938138
FDU57,OUT018,2206.141582
FDI27,OUT046,830.4175867
NCM42,OUT046,1762.094594
FDD32,OUT027,2023.846147
FDI34,OUT013,3666.385474
NCM29,OUT049,2171.086016
FDG46,OUT018,1828.525653
DRC01,OUT010,128.2151459
FDB15,OUT027,5498.215837
NCA17,OUT027,3544.537505
FDF10,OUT046,2616.20463
FDR26,OUT027,4695.491792
FDI02,OUT049,1664.293576
NCM54,OUT010,287.7940805
FDF14,OUT013,2325.052169
FDJ33,OUT010,211.9401071
FDM20,OUT035,4135.401744
FDC03,OUT027,5673.007237
NCX05,OUT046,1944.34339
NCM41,OUT027,2536.99646
NCU29,OUT010,390.8179874
FDQ59,OUT017,1260.358564
FDH46,OUT010,207.3020195
FDH09,OUT013,738.9405417
NCD06,OUT045,763.1495627
FDC15,OUT035,2617.994918
DRD37,OUT027,1000.017136
FDT28,OUT027,3688.673487
FDR28,OUT027,4033.915103
FDT38,OUT017,1318.062495
FDV34,OUT027,2147.007503
FDY52,OUT035,961.3750549
FDB34,OUT013,1326.765041
DRL23,OUT018,1389.333094
DRB24,OUT046,2366.439536
FDJ50,OUT046,866.4278125
FDQ49,OUT035,2514.383098
FDP20,OUT035,1940.279264
FDV19,OUT027,4407.43328
NCR54,OUT045,2988.193122
FDO09,OUT010,609.1084175
FDS57,OUT018,2006.798322
FDN10,OUT049,1904.485156
FDV23,OUT049,2097.115859
FDY28,OUT049,3460.841295
DRG51,OUT013,2606.227894
FDD45,OUT019,237.5986739
NCL18,OUT027,5695.049298
NCM29,OUT013,2172.73138
FDF17,OUT027,5144.366378
FDE22,OUT017,2625.219111
FDQ22,OUT017,606.219512
FDS01,OUT013,3020.167577
FDW35,OUT027,916.7456848
FDJ33,OUT046,2113.555965
NCF54,OUT035,2821.577814
FDE09,OUT013,1669.391506
NCE06,OUT045,2406.061349
DRH49,OUT049,1140.078855
FDY43,OUT045,2804.975352
NCT05,OUT017,4288.267237
FDZ34,OUT045,3317.461811
FDL38,OUT017,1351.601314
FDZ31,OUT017,3166.157362
FDR14,OUT035,867.1529142
NCN54,OUT049,1190.462724
NCC42,OUT027,3617.770141
FDK08,OUT017,1553.850875
FDP59,OUT013,1545.358352
FDV22,OUT035,2874.884221
FDD33,OUT035,3663.208327
DRE60,OUT027,6800.64359
FDK52,OUT046,3746.921143
FDA02,OUT017,2503.071076
FDM56,OUT049,1637.114788
FDE57,OUT035,2104.073939
FDM32,OUT045,1311.691886
NCQ30,OUT027,3058.00901
FDQ27,OUT027,2476.895025
FDT60,OUT027,3168.268775
FDU43,OUT049,4064.183293
NCO55,OUT035,1705.645638
FDG02,OUT045,2960.349176
FDJ28,OUT013,3121.432175
FDP40,OUT045,1814.842958
FDJ38,OUT045,3130.280362
NCC54,OUT017,3898.456069
NCZ41,OUT046,2000.393808
FDK38,OUT019,396.898198
FDU52,OUT013,2329.095844
FDC40,OUT046,1239.259281
NCR30,OUT017,1085.929135
NCN18,OUT017,1764.470821
FDB50,OUT035,1308.375511
FDG04,OUT013,3135.708532
FDR26,OUT035,2487.571686
NCT17,OUT018,2931.757469
FDX35,OUT027,5922.449078
FDS12,OUT046,2144.481086
NCZ29,OUT027,3705.105563
FDB38,OUT010,321.3073775
FDP12,OUT013,601.3677056
FDP22,OUT046,805.1470956
FDS26,OUT018,4272.586118
FDR52,OUT046,3149.256985
DRJ13,OUT046,2689.314092
FDU48,OUT027,3929.011417
FDE29,OUT035,1105.492998
NCT29,OUT049,2065.251948
DRK37,OUT018,3182.414264
FDK55,OUT046,1265.792428
FDR07,OUT046,1490.048341
FDO21,OUT027,5797.895484
FDK46,OUT049,4423.498246
FDB12,OUT045,1672.632662
FDT31,OUT027,4283.526827
FDJ33,OUT045,1987.147861
FDC26,OUT027,3450.291204
NCQ02,OUT045,3049.044151
FDP08,OUT010,533.3333793
FDB11,OUT027,5344.99506
FDV55,OUT013,2606.073435
FDW20,OUT049,2178.503686
NCJ18,OUT019,350.6722474
FDC41,OUT018,1199.604336
FDE14,OUT027,2343.628637
FDG35,OUT013,2617.639118
FDF45,OUT035,1007.965542
FDS19,OUT027,2633.833723
FDS58,OUT019,395.988353
FDA26,OUT017,3894.946264
FDM32,OUT049,1280.096191
FDL45,OUT046,2129.42296
FDZ55,OUT049,2558.846402
FDY37,OUT049,2422.50881
FDO46,OUT046,3071.494616
FDQ60,OUT046,1991.91225
FDA19,OUT018,1800.963442
FDL15,OUT046,2595.493288
FDM10,OUT018,3023.793511
NCL05,OUT017,641.4562339
DRK49,OUT010,57.4095238
NCE18,OUT027,6165.583809
FDG40,OUT049,586.626558
DRI59,OUT045,3845.715542
FDK28,OUT035,4369.821886
NCD06,OUT019,98.27475319
FDO11,OUT019,479.1128229
FDK27,OUT046,2030.713654
FDT43,OUT027,1265.9003
FDD38,OUT018,1182.263433
FDA16,OUT049,3812.416786
FDL14,OUT027,3924.446584
NCM17,OUT049,672.8454364
FDD20,OUT045,2120.552962
FDA40,OUT045,1323.754063
FDL43,OUT045,1255.917196
FDV15,OUT045,1726.179771
FDE52,OUT046,1339.418859
NCL17,OUT010,393.5160501
NCJ31,OUT045,3780.124629
FDR60,OUT045,1226.808145
NCA18,OUT035,1697.335711
FDS21,OUT027,1730.304478
FDW09,OUT035,1228.415799
FDL26,OUT035,2771.71416
FDS47,OUT018,1276.931898
FDC39,OUT046,3124.544584
FDT51,OUT035,1750.789985
FDK40,OUT035,4180.789811
NCG19,OUT045,3370.289383
FDZ07,OUT046,1035.662747
FDF08,OUT027,2522.188073
FDO04,OUT013,850.4003133
FDK41,OUT018,1216.153688
FDP15,OUT049,4244.025815
NCD43,OUT018,1394.977797
NCP18,OUT013,2477.11022
FDZ51,OUT046,1479.297985
DRH13,OUT035,1673.191194
FDF38,OUT045,628.2879331
NCI43,OUT045,726.7585658
FDM38,OUT027,2133.943493
FDS03,OUT013,1031.503051
DRJ47,OUT017,2767.27859
FDT50,OUT010,156.9938083
FDV02,OUT046,2787.078402
NCG18,OUT017,1677.597502
FDW52,OUT046,2707.134654
FDS40,OUT035,645.351925
FDN31,OUT017,3097.696321
FDA37,OUT045,1926.005615
FDA15,OUT046,4283.215762
FDL39,OUT046,3093.846206
FDJ53,OUT045,1927.294599
FDX22,OUT013,3734.718205
NCZ42,OUT045,3919.430429
FDD56,OUT027,4419.006247
FDD40,OUT017,3111.099443
FDS50,OUT013,3839.851692
NCN14,OUT013,3315.378385
FDT15,OUT013,3270.61211
NCS18,OUT027,2494.895241
NCO26,OUT010,222.8824551
FDF58,OUT018,827.985048
NCB19,OUT013,1476.935982
FDH26,OUT017,2205.386347
DRB24,OUT027,4164.126233
FDA49,OUT018,1264.636247
FDB32,OUT045,1567.712463
FDI36,OUT017,3070.502485
NCA17,OUT010,352.8542846
FDH22,OUT013,2070.892237
NCM26,OUT018,2257.681875
FDT15,OUT027,5531.459347
FDB16,OUT018,1302.72561
NCP54,OUT027,3488.917169
FDJ36,OUT013,1690.937136
FDO28,OUT045,2019.436531
FDU09,OUT013,796.8779774
FDF29,OUT017,2166.770678
FDY08,OUT013,2152.240889
DRJ59,OUT018,373.1856615
FDT23,OUT027,1922.353347
FDU15,OUT018,346.4222959
FDT47,OUT013,1639.875559
FDI53,OUT019,571.5762023
FDR59,OUT018,3726.810604
FDD53,OUT035,639.5345076
FDY51,OUT017,3752.052101
FDT04,OUT049,634.619861
FDU51,OUT049,3074.028333
FDG14,OUT035,2449.236103
NCU06,OUT045,3942.494839
DRG25,OUT046,3284.891598
DRH49,OUT035,1238.863532
FDN15,OUT035,2183.061672
FDL43,OUT018,1105.845697
NCT18,OUT049,3345.513645
NCB31,OUT013,3912.537261
FDK57,OUT035,1880.173957
FDY04,OUT019,443.5004666
NCP54,OUT046,2146.773819
FDF41,OUT013,3738.469137
FDM01,OUT045,1722.178535
FDW03,OUT045,1800.763558
FDF28,OUT045,2013.121393
FDY37,OUT017,2351.858805
FDQ03,OUT017,3814.316673
FDP51,OUT027,3181.644315
FDJ40,OUT017,1757.26933
FDC32,OUT049,1443.426295
DRI49,OUT027,2129.472562
NCW54,OUT017,851.4002479
FDF09,OUT017,616.2317582
FDP45,OUT018,3312.27947
DRJ23,OUT018,2931.889275
FDS59,OUT017,1889.120236
FDY08,OUT046,2112.577646
FDX16,OUT049,2668.302199
FDY16,OUT018,2964.370269
FDK32,OUT035,2673.081089
FDQ22,OUT013,622.6956895
NCC31,OUT018,2404.895389
FDG58,OUT049,2402.685357
DRF48,OUT013,3318.2284
DRH36,OUT049,1111.38119
NCR30,OUT035,1054.084007
FDB03,OUT019,562.9001048
FDZ28,OUT027,4323.445431
FDR35,OUT017,2915.618248
DRD15,OUT027,6132.338106
FDJ33,OUT019,298.6897167
FDA56,OUT010,218.966551
FDP56,OUT046,777.1062665
NCT30,OUT046,753.5629169
FDK15,OUT017,1669.972637
FDH44,OUT018,1955.503854
FDV01,OUT013,2515.705873
DRG03,OUT017,2583.10849
FDG50,OUT027,2444.117295
FDR16,OUT010,750.8148096
FDZ60,OUT046,1484.371958
DRG03,OUT045,2702.595511
FDS56,OUT018,3971.051585
FDU33,OUT045,852.9628929
DRD27,OUT035,1599.357289
FDW22,OUT046,3718.132408
DRA24,OUT045,2602.492744
FDF38,OUT049,623.7192145
FDX48,OUT013,2562.411399
FDS58,OUT018,2553.336234
FDC32,OUT046,1458.64801
NCQ29,OUT045,3864.392948
DRK39,OUT018,1219.028677
NCS38,OUT017,1786.239297
DRO47,OUT013,1693.773127
DRG27,OUT027,898.1587705
FDC57,OUT027,5603.245032
FDS55,OUT046,2420.46725
NCJ06,OUT018,1822.401292
FDO01,OUT019,272.2924172
NCM55,OUT045,3157.999206
FDC52,OUT049,2410.675343
FDQ15,OUT045,1304.628292
NCT30,OUT027,1414.166831
NCR42,OUT027,1111.319362
FDD28,OUT035,747.5351926
FDQ34,OUT049,1555.039155
FDZ12,OUT027,3097.392714
DRE13,OUT019,243.9388767
NCN07,OUT019,287.7144529
FDM28,OUT035,3187.389446
FDI10,OUT017,2831.137394
FDQ25,OUT013,2774.97291
FDA38,OUT010,803.989839
DRI13,OUT049,3608.66405
FDY20,OUT027,2716.05908
NCZ53,OUT035,3141.862017
NCM31,OUT013,2892.398334
DRB01,OUT017,3234.724901
DRF37,OUT046,4039.400863
NCF42,OUT049,2697.329487
FDF16,OUT018,2285.471899
FDB41,OUT013,736.9508658
FDR34,OUT013,3909.510588
FDR15,OUT018,2321.804649
NCV42,OUT019,279.7576319
FDW51,OUT035,3879.856397
FDU36,OUT017,1587.210881
FDX60,OUT049,1299.839903
FDY03,OUT035,1874.567515
FDW55,OUT045,3953.017536
FDT01,OUT010,670.5343835
FDG58,OUT013,2376.21332
FDK21,OUT017,4302.584819
NCS41,OUT019,431.8487408
FDS10,OUT045,3187.574815
NCT53,OUT046,2422.345347
FDJ28,OUT018,2887.707797
FDX44,OUT045,1312.985174
FDT20,OUT018,389.4396022
FDO44,OUT017,1742.31153
NCX17,OUT049,3341.199699
FDY01,OUT017,1980.311845
FDJ12,OUT027,5486.328538
DRK35,OUT018,419.024237
FDD47,OUT019,291.6366791
NCM53,OUT035,1648.233166
FDO45,OUT013,1274.939595
NCM42,OUT010,278.6465453
FDE04,OUT046,3029.21792
NCI30,OUT027,5223.679926
FDZ19,OUT013,2874.610204
FDW57,OUT013,2857.316153
FDA25,OUT013,1707.580508
FDT22,OUT046,921.7976745
FDP51,OUT013,2004.404928
FDD48,OUT027,2887.497194
FDY39,OUT035,3432.997638
FDO48,OUT010,705.1677233
FDD23,OUT027,5035.118547
DRN35,OUT027,849.2229142
FDT01,OUT035,3267.142317
FDC20,OUT010,188.3970841
DRJ35,OUT035,964.4163552
FDB32,OUT046,1460.112564
FDL24,OUT046,2981.397942
NCV42,OUT035,1920.858344
FDZ46,OUT046,1733.429462
FDC15,OUT013,2663.774571
FDD08,OUT019,60.28057075
FDY50,OUT049,1369.970791
FDD36,OUT013,2083.607269
FDG57,OUT027,1531.367749
FDL21,OUT018,338.9082423
FDN16,OUT027,2952.412754
FDJ09,OUT027,902.8279506
FDS01,OUT010,442.3600601
FDV33,OUT017,4214.601001
DRE12,OUT017,1618.996583
FDR07,OUT013,1449.744014
FDP48,OUT010,407.840449
NCB55,OUT035,849.2035071
FDQ08,OUT013,861.1597204
FDR34,OUT035,4165.731384
FDO33,OUT046,1684.088993
FDP13,OUT045,717.1316378
FDX12,OUT049,3788.622
NCT06,OUT049,2674.290445
FDR16,OUT019,555.7265471
FDE36,OUT046,2705.118984
FDZ36,OUT049,3380.805711
FDV13,OUT045,1319.339721
NCZ17,OUT035,614.0652241
FDU56,OUT045,3223.465661
FDM09,OUT035,2833.757583
FDV02,OUT017,2843.473841
FDS34,OUT018,1647.871328
FDA11,OUT049,1557.039201
FDP09,OUT017,4267.721324
FDB29,OUT027,2774.995391
FDT19,OUT017,3221.863267
DRH15,OUT017,746.316091
FDY38,OUT046,3641.855784
FDF14,OUT027,3861.750738
FDN48,OUT010,206.1423243
FDQ12,OUT013,3908.904363
NCJ43,OUT045,2864.453477
FDE17,OUT019,265.4140802
FDB05,OUT035,4058.561327
FDH10,OUT045,1675.39444
NCR06,OUT017,646.691292
FDU32,OUT018,1804.658563
FDD56,OUT049,2851.223248
FDO36,OUT018,2850.555833
FDH16,OUT010,202.9350479
FDX10,OUT018,337.4235686
FDZ37,OUT017,1327.394894
FDU31,OUT010,548.6995901
DRC49,OUT049,2161.894654
FDL15,OUT045,2669.685072
FDN32,OUT019,489.3509715
DRH59,OUT027,2060.408379
NCU29,OUT049,2364.2333
FDR37,OUT019,428.1814202
FDS14,OUT018,2397.427128
FDU02,OUT027,5909.451866
FDJ08,OUT035,3202.909522
NCZ06,OUT045,3841.862344
FDO31,OUT049,1476.414339
FDH31,OUT018,1340.946512
FDS58,OUT017,2643.549316
NCA53,OUT027,1018.197316
FDF50,OUT046,2943.176688
NCW42,OUT049,3901.079487
NCQ17,OUT045,2403.481797
FDK51,OUT018,4369.175814
NCW41,OUT010,338.3339111
NCR29,OUT017,817.4463861
FDB08,OUT019,313.0160619
FDA40,OUT027,2638.540386
FDL14,OUT018,2419.501882
FDB47,OUT046,3576.887708
FDO03,OUT035,3979.649687
DRK13,OUT019,449.570581
FDX13,OUT010,486.1679703
FDF52,OUT046,3311.445306
FDT11,OUT013,3332.395747
FDB08,OUT013,2451.420909
FDQ28,OUT018,2416.847925
FDD29,OUT045,4280.464882
NCQ29,OUT027,6201.896262
NCO02,OUT013,1012.48574
FDR56,OUT010,462.8875341
NCM54,OUT049,2105.35237
FDP51,OUT035,1882.746632
FDT38,OUT013,1317.385505
FDZ20,OUT018,3249.538891
FDJ53,OUT013,2014.022753
FDX13,OUT049,4158.506802
FDP58,OUT035,3692.226758
NCK31,OUT019,103.4465367
FDA35,OUT018,1773.040582
FDV37,OUT018,2926.866955
NCO07,OUT027,5020.980382
FDA20,OUT045,3197.592644
FDZ59,OUT035,2706.225927
NCY17,OUT017,697.2467515
FDQ28,OUT035,2676.123517
FDV35,OUT017,2548.348623
FDQ36,OUT013,577.9052785
FDD34,OUT018,2572.169297
FDK51,OUT045,3999.87327
FDV31,OUT035,2748.938664
FDR04,OUT035,1564.229024
FDR14,OUT049,866.6442747
DRC36,OUT010,383.7685276
FDE39,OUT019,326.0822656
FDP57,OUT049,1611.018423
FDE57,OUT046,2160.114549
NCN18,OUT046,1726.406652
NCQ05,OUT018,2272.743626
FDW47,OUT035,1990.510995
FDV46,OUT035,2158.032257
NCP29,OUT045,1081.098376
FDE09,OUT018,1538.148528
NCU06,OUT027,6576.731457
FDT19,OUT010,491.4531527
DRF15,OUT017,2440.22303
DRI51,OUT013,2702.638105
NCX54,OUT013,1695.893891
DRE01,OUT013,3911.280096
NCB07,OUT045,3045.544594
FDU50,OUT035,1670.255091
FDG40,OUT035,585.67151
FDW10,OUT018,2943.874662
FDX51,OUT013,3138.930822
NCP17,OUT045,1004.721782
FDP21,OUT035,3291.064174
FDL04,OUT045,1582.181438
FDV23,OUT013,1967.227052
FDF24,OUT046,1306.50328
FDH56,OUT027,3003.619909
FDB51,OUT049,890.4978525
FDI58,OUT027,2397.059909
FDR20,OUT013,734.0973241
FDC51,OUT018,1773.966896
FDB16,OUT027,2135.137345
FDE40,OUT049,1069.419797
NCM17,OUT035,677.0376254
FDU56,OUT035,3224.776123
FDS32,OUT019,303.6551068
FDX02,OUT049,3913.344365
FDT39,OUT027,4784.681676
FDE35,OUT017,821.9412246
NCI42,OUT019,567.5884925
DRL23,OUT046,1610.840079
FDA10,OUT046,1952.355442
FDA11,OUT013,1523.037923
NCM06,OUT046,2325.930847
NCT05,OUT035,4152.581215
NCQ02,OUT010,537.6294546
NCY06,OUT049,2133.013026
FDY56,OUT035,4098.391876
FDL02,OUT035,1646.636206
NCI06,OUT035,2893.568752
FDQ14,OUT045,2386.696225
FDQ12,OUT017,4010.185308
FDP36,OUT046,844.8053062
FDK21,OUT027,8334.301682
FDO40,OUT045,2595.976908
NCK54,OUT019,230.1924077
FDY09,OUT018,2760.426289
NCW30,OUT049,4128.886458
NCC55,OUT027,974.1864688
FDE58,OUT018,1623.253945
FDR39,OUT013,3267.931535
FDU28,OUT049,3108.423431
FDH08,OUT017,3906.7607
FDG35,OUT045,2826.157502
FDG22,OUT049,573.9612098
FDC34,OUT035,2833.792828
FDP15,OUT018,3369.099465
FDK34,OUT010,555.0250897
FDU45,OUT035,1992.331293
FDQ04,OUT027,1080.869429
FDX22,OUT018,3709.119234
FDB45,OUT017,1547.178438
NCH43,OUT027,4946.388443
DRE60,OUT046,3623.54438
FDD17,OUT027,6213.280017
NCM54,OUT017,2037.000447
NCH55,OUT013,2089.039727
NCT06,OUT017,2552.471273
FDA48,OUT027,4725.453392
FDY58,OUT027,7130.27037
FDO25,OUT045,3797.583715
FDN50,OUT045,1512.362599
FDH35,OUT035,2540.153184
FDK09,OUT045,3805.188728
FDO16,OUT013,1673.483477
FDW11,OUT045,1050.519469
FDU47,OUT027,4275.81953
NCQ42,OUT010,263.83106
FDK55,OUT027,2827.913391
FDN08,OUT049,1839.022351
FDT57,OUT045,4128.709689
FDJ12,OUT018,3611.631431
DRL59,OUT017,811.2759371
NCN53,OUT046,561.6116532
FDO51,OUT010,84.45594098
FDK56,OUT017,3159.767019
FDY12,OUT035,970.1917467
FDU15,OUT035,608.1055448
FDQ19,OUT046,3524.100046
DRF15,OUT045,2535.976281
DRE25,OUT019,219.1412849
FDK57,OUT018,1831.268368
FDD33,OUT010,598.0313663
FDR34,OUT027,5653.419933
FDU04,OUT045,2034.063911
FDE35,OUT019,145.6240911
NCD31,OUT035,2826.996865
FDJ56,OUT035,1592.555425
NCU53,OUT046,2335.293143
FDD39,OUT035,3491.942254
NCU17,OUT019,241.0468003
FDJ20,OUT046,1936.553796
NCW41,OUT018,2465.611618
FDL52,OUT035,702.7870296
FDS39,OUT035,2067.056144
DRJ47,OUT045,2746.65485
FDP13,OUT010,109.6012436
DRK39,OUT010,170.6840243
FDF28,OUT010,286.7612525
FDB09,OUT045,2001.534974
FDM51,OUT046,1478.991903
DRM49,OUT018,724.3038939
DRF23,OUT013,2606.163993
DRH01,OUT035,2834.291341
FDH12,OUT027,2587.442039
FDA28,OUT019,287.2059129
FDW37,OUT018,1337.926429
FDF02,OUT046,1656.303436
DRL37,OUT046,647.7295738
NCF43,OUT046,2156.187211
FDH08,OUT010,439.2454757
FDR34,OUT019,567.328549
NCK19,OUT049,3115.614586
NCD55,OUT018,391.5837753
FDT27,OUT049,3645.631393
FDQ57,OUT045,2320.289656
FDA47,OUT035,2571.834018
DRG15,OUT027,1771.495781
FDE05,OUT018,2162.603976
FDN46,OUT046,1762.357424
FDX27,OUT027,2890.391717
FDT51,OUT045,1745.976794
FDU33,OUT013,724.9628683
FDJ16,OUT027,1568.140995
FDD20,OUT019,280.3819774
FDT36,OUT049,551.3746484
DRF15,OUT027,2929.13059
FDN52,OUT010,154.1122238
FDC22,OUT027,5825.65069
FDX15,OUT045,2745.583293
FDT13,OUT013,3225.412105
FDU04,OUT017,2043.640805
FDU31,OUT019,454.6890072
FDW59,OUT027,2311.213384
NCO29,OUT046,2462.930242
FDL15,OUT035,2679.117986
FDI41,OUT049,2507.18408
FDQ48,OUT049,1624.273905
DRI39,OUT013,797.5327889
FDI08,OUT013,4026.890691
FDC21,OUT049,1886.250334
FDF58,OUT035,1012.735079
FDS08,OUT010,390.9209332
FDE47,OUT045,1985.535953
NCP18,OUT019,273.2158355
NCR41,OUT013,1550.617188
FDA27,OUT013,3768.874338
FDA43,OUT035,3183.517472
FDA49,OUT045,1344.424663
NCE55,OUT018,2999.600396
DRM49,OUT027,1058.206342
FDF22,OUT027,5185.870353
FDQ15,OUT018,1213.564436
NCS54,OUT017,3056.92111
NCY05,OUT013,607.9235322
FDR45,OUT046,4160.788692
FDK57,OUT049,2068.090936
FDF41,OUT010,562.7387779
FDV21,OUT046,2153.670385
FDD51,OUT046,789.1092187
FDF33,OUT046,1730.030015
FDA38,OUT046,4000.733349
FDR56,OUT045,3163.879426
NCN41,OUT017,2043.719612
FDC60,OUT027,2950.826152
FDB47,OUT045,3559.681149
DRH01,OUT013,2797.256971
FDW08,OUT046,1720.824426
FDF38,OUT027,909.2634504
FDY32,OUT017,2491.036881
FDG34,OUT049,1722.354973
FDG47,OUT019,542.932338
NCF18,OUT035,3110.066849
FDL39,OUT019,446.9567874
NCH55,OUT035,2060.902926
DRJ35,OUT049,826.5137459
FDS44,OUT035,3806.642709
DRE01,OUT018,4070.976937
FDY39,OUT013,3558.32319
FDY32,OUT018,2379.014266
FDR33,OUT027,3316.96609
NCP50,OUT049,1220.39288
FDZ47,OUT018,1385.258891
FDU57,OUT049,2368.684486
FDY44,OUT013,3151.905769
DRH59,OUT018,1093.151
FDB03,OUT027,6959.960861
FDY46,OUT045,3076.738904
FDM39,OUT045,2795.726352
FDY36,OUT035,1286.840091
NCM55,OUT035,3161.056459
FDJ50,OUT010,169.7339735
DRL60,OUT013,2375.296858
NCJ54,OUT049,3862.920065
FDX59,OUT017,537.2336164
FDI07,OUT013,2882.791663
DRF51,OUT010,100.1215342
FDM14,OUT017,1693.105363
FDP21,OUT045,3273.649747
FDE40,OUT035,1131.719107
FDE05,OUT035,2456.158492
FDM13,OUT027,3191.656659
FDC34,OUT027,3763.548861
NCI55,OUT018,1944.639322
NCE43,OUT018,2439.619471
FDW58,OUT018,1166.291552
FDG60,OUT045,4015.599383
FDV31,OUT017,2696.813939
FDR47,OUT013,3042.650364
FDM60,OUT019,65.09935575
NCF06,OUT018,3576.473635
NCN26,OUT027,2666.100576
FDQ59,OUT049,1313.10218
FDF09,OUT046,618.295877
NCS06,OUT017,3960.546395
FDT44,OUT046,1918.582204
FDI19,OUT017,4060.498038
FDT22,OUT017,996.6835818
NCF54,OUT027,4448.067923
DRG25,OUT045,3252.964876
FDB59,OUT017,2926.164634
FDQ37,OUT017,3446.147428
FDP56,OUT035,757.7839088
FDW44,OUT035,2860.178415
FDJ26,OUT010,572.7419549
FDU43,OUT018,2973.450385
FDW33,OUT045,1668.901685
NCX53,OUT027,3148.313483
FDN56,OUT010,570.8854946
DRF15,OUT049,2499.596094
FDO33,OUT017,1842.124647
FDZ39,OUT010,205.4356153
NCJ19,OUT017,936.2462585
FDU01,OUT035,3288.840243
FDT12,OUT035,3965.64961
NCM18,OUT018,1036.126587
FDP19,OUT017,2408.860136
NCR42,OUT049,555.5811616
FDN10,OUT046,1907.013996
FDG44,OUT017,854.0318015
FDQ10,OUT046,2948.57251
DRH13,OUT049,1633.836911
FDT52,OUT013,4101.094572
FDM56,OUT045,1656.53554
NCO43,OUT010,254.9348779
NCV29,OUT035,3091.015701
NCF06,OUT013,4163.464691
FDO50,OUT035,1433.772949
FDT59,OUT013,4084.097214
FDX40,OUT027,844.3634098
FDE50,OUT017,3166.707881
FDX51,OUT017,3078.844217
NCD30,OUT018,1319.242523
FDK15,OUT013,1655.887829
FDL12,OUT045,1207.646358
FDK46,OUT017,4306.105179
DRH49,OUT010,171.1627989
FDQ57,OUT046,2341.928465
FDY59,OUT017,1435.973769
FDO09,OUT018,4187.257554
NCG30,OUT035,1972.262885
FDM09,OUT017,2603.622744
NCN17,OUT027,2601.094558
NCS42,OUT013,1329.066829
FDD02,OUT019,262.6728286
FDE34,OUT013,3317.045831
FDU38,OUT045,3186.684699
FDB33,OUT046,2738.095568
NCJ29,OUT017,1297.459773
FDZ27,OUT035,743.0317769
FDI40,OUT013,1561.420514
FDG22,OUT013,598.3023834
FDT51,OUT017,1745.04896
FDF20,OUT018,2906.859373
FDV50,OUT035,1936.544904
FDT02,OUT049,612.2359299
DRC49,OUT017,2564.674627
FDF26,OUT049,2311.845134
FDV52,OUT035,2012.298716
FDX59,OUT049,562.8303345
FDV25,OUT035,4262.52854
FDW23,OUT027,922.3305198
FDE53,OUT018,1398.387094
FDA19,OUT017,2009.478493
FDH22,OUT046,2108.65872
NCO41,OUT013,1557.404896
FDX12,OUT017,4157.372372
FDF17,OUT013,3104.373384
FDS11,OUT045,3856.822507
FDR51,OUT035,2448.069586
FDT49,OUT010,183.1383424
FDC56,OUT013,2077.052852
FDR13,OUT027,2888.519128
FDQ60,OUT035,2032.449679
FDN38,OUT049,4007.152683
NCL29,OUT013,2424.720309
FDO13,OUT027,4223.235674
FDE26,OUT018,2355.618041
FDA31,OUT010,469.6642446
FDX14,OUT035,1254.753805
FDA34,OUT045,3006.21309
FDF26,OUT013,2366.657125
FDE38,OUT045,2621.567196
DRI11,OUT046,1994.173735
FDQ60,OUT027,2870.017863
FDL21,OUT027,871.8211352
DRC12,OUT027,5574.928861
FDC47,OUT046,3678.780795
FDE57,OUT045,1979.094072
FDT14,OUT045,2076.70534
NCZ53,OUT046,3205.751341
FDE28,OUT018,4158.033358
FDR19,OUT035,2608.767028
NCF54,OUT019,398.5647068
